Yield_CT,Yield_NT,Yield_change,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST,Site country,Location
11400,11020,-0.0333,No,52.58,0.87,wheat.winter,2,0,0,NA,NA,1,0,572.2,361.298,210.902,10.82,22.17272,1.20924,Sandy clay loam,UK,Northampton
8800,8710,-0.0102,No,52.58,0.87,wheat.winter,3,0,0,NA,NA,1,0,561.2,370.071,191.129,11.55,22.84738,2.17984,Sandy clay loam,UK,Northampton
2420,2990,0.2355,Yes,-17.62,31.17,maize,7,0,0,0,1,1,1,223.8,676.238,-452.438,23.06667,27.26348,6.70592,Sandy clay loam,Zimbabwe,Harare
14400,10500,-0.2708,No,20.73,-101.32,maize,7,0,0,0,1,1,1,592.1,710.877,-118.777,19.52857,32.77286,12.24747,Clay loam,Mexico,Celaya
14600,10500,-0.2808,No,20.73,-101.32,maize,7,0,0,0,1,1,1,592.1,710.877,-118.777,19.52857,32.77286,12.24747,Clay loam,Mexico,Celaya
7930,8127,0.0248,Yes,42.4,-85.4,maize,1,0,0,NA,NA,NA,NA,614.9,513.84,101.06,15.05714,28.76993,-0.26978,Loam,USA,"Michigan, KBS LTER"
8335,8039,-0.0355,No,42.4,-85.4,maize,3,1,1,NA,NA,NA,NA,698,538.818,159.182,16.67143,29.00605,-1.22915,Loam,USA,"Michigan, KBS LTER"
7087,7076,-0.0016,No,42.4,-85.4,maize,5,1,1,NA,NA,NA,NA,699.3,492.824,206.476,15.22857,27.99839,-0.03682,Loam,USA,"Michigan, KBS LTER"
3187,4053,0.2717,Yes,42.4,-85.4,maize,8,1,1,NA,NA,NA,NA,545.2,498.86,46.34,15.08571,28.44979,-2.4774,Loam,USA,"Michigan, KBS LTER"
4009,3801,-0.0519,No,42.4,-85.4,maize,11,1,1,NA,NA,NA,NA,351.3,544.982,-193.682,15.97143,30.02138,0.78582,Loam,USA,"Michigan, KBS LTER"
5411,5323,-0.0163,No,42.4,-85.4,maize,14,1,1,NA,NA,NA,NA,451.5,533.166,-81.666,15.21429,29.986,-0.87763,Loam,USA,"Michigan, KBS LTER"
2859,2957,0.0343,Yes,42.4,-85.4,soybean,2,1,1,NA,NA,NA,NA,610.9,493.419,117.481,17.51667,26.92951,5.23138,Loam,USA,"Michigan, KBS LTER"
3001,2848,-0.051,No,42.4,-85.4,soybean,6,1,1,NA,NA,NA,NA,506.1,515.802,-9.702,17.8,27.87378,6.3973,Loam,USA,"Michigan, KBS LTER"
1522,2048,0.3456,Yes,42.4,-85.4,soybean,9,1,1,NA,NA,NA,NA,498.6,479.439,19.161,16.48333,27.56648,5.10322,Loam,USA,"Michigan, KBS LTER"
2662,2935,0.1026,Yes,42.4,-85.4,soybean,12,1,1,NA,NA,NA,NA,669.4,494.078,175.322,17.06667,26.15148,6.48768,Loam,USA,"Michigan, KBS LTER"
3297,3494,0.0598,Yes,42.4,-85.4,wheat.winter,7,1,1,NA,NA,NA,NA,671.9,544.888,127.012,8.24,26.95432,-8.37912,Loam,USA,"Michigan, KBS LTER"
3023,2804,-0.0724,No,42.4,-85.4,wheat.winter,10,1,1,NA,NA,NA,NA,726,589.661,136.339,9.91,30.02138,-9.41197,Loam,USA,"Michigan, KBS LTER"
4206,3735,-0.112,No,42.4,-85.4,wheat.winter,13,1,1,NA,NA,NA,NA,839,577.515,261.485,10.13,29.986,-5.21872,Loam,USA,"Michigan, KBS LTER"
3324,3579,0.0767,Yes,49.86,-99.96,barley.spring,1,0,0,0,1,1,1,320.5,419.288,-98.788,15.96,25.77599,5.86923,Loam,Canada,Manitoba
1088,1712,0.5735,Yes,49.86,-99.96,barley.spring,2,0,0,0,1,1,1,281.6,452.122,-170.522,17.02,29.0879,5.48081,Loam,Canada,Manitoba
954,1176,0.2327,Yes,49.86,-99.96,barley.spring,2,0,0,0,1,1,1,281.6,452.122,-170.522,17.02,29.0879,5.48081,Loam,Canada,Manitoba
2075,2263,0.0906,Yes,49.86,-99.96,barley.spring,3,0,0,0,1,1,1,237.8,424.268,-186.468,16.24,28.2471,4.70785,Loam,Canada,Manitoba
3883,4220,0.0868,Yes,49.86,-99.96,barley.spring,3,0,0,0,1,1,1,237.8,424.268,-186.468,16.24,28.2471,4.70785,Loam,Canada,Manitoba
2456,2391,-0.0265,No,49.86,-99.96,barley.spring,4,0,0,0,1,1,1,344.9,428.875,-83.975,15.32,25.69177,3.12486,Loam,Canada,Manitoba
5745,5516,-0.0399,No,49.86,-99.96,barley.spring,4,0,0,0,1,1,1,344.9,428.875,-83.975,15.32,25.69177,3.12486,Loam,Canada,Manitoba
1734,1964,0.1326,Yes,49.86,-99.96,barley.spring,1,0,0,0,1,1,1,320.5,419.288,-98.788,15.96,25.77599,5.86923,Loam,Canada,"Manitoba, Brandon Research and Development Center?"
10420,9780,-0.0614,No,38.08,-86.15,maize,6,0,0,0,1,1,1,524.9,550.974,-26.074,21.11667,31.31532,8.00487,Loam,USA,"Indiana, Purdue U Agronomy Farm"
9370,8440,-0.0993,No,38.08,-86.15,maize,6,0,0,0,1,1,1,524.9,550.974,-26.074,21.11667,31.31532,8.00487,Loam,USA,"Indiana, Purdue U Agronomy Farm"
11050,10960,-0.0081,No,38.08,-86.15,maize,7,0,0,0,1,1,1,595.3,501.298,94.002,19.96667,30.12658,7.14011,Loam,USA,"Indiana, Purdue U Agronomy Farm"
10610,10330,-0.0264,No,38.08,-86.15,maize,7,0,0,0,1,1,1,595.3,501.298,94.002,19.96667,30.12658,7.14011,Loam,USA,"Indiana, Purdue U Agronomy Farm"
13330,13110,-0.0165,No,38.08,-86.15,maize,8,0,0,0,1,1,1,617.9,528.687,89.213,20.26667,30.25089,9.41076,Loam,USA,"Indiana, Purdue U Agronomy Farm"
13130,11850,-0.0975,No,38.08,-86.15,maize,8,0,0,0,1,1,1,617.9,528.687,89.213,20.26667,30.25089,9.41076,Loam,USA,"Indiana, Purdue U Agronomy Farm"
10440,10250,-0.0182,No,38.08,-86.15,maize,9,0,0,0,1,1,1,533.8,548.603,-14.803,21.4,33.68884,8.97663,Loam,USA,"Indiana, Purdue U Agronomy Farm"
9050,5250,-0.4199,No,38.08,-86.15,maize,9,0,0,0,1,1,1,533.8,548.603,-14.803,21.4,33.68884,8.97663,Loam,USA,"Indiana, Purdue U Agronomy Farm"
12890,12100,-0.0613,No,38.08,-86.15,maize,10,0,0,0,1,1,1,660.2,521.501,138.699,20.63333,30.74465,10.41143,Loam,USA,"Indiana, Purdue U Agronomy Farm"
11270,10120,-0.102,No,38.08,-86.15,maize,10,0,0,0,1,1,1,660.2,521.501,138.699,20.63333,30.74465,10.41143,Loam,USA,"Indiana, Purdue U Agronomy Farm"
3190,2810,-0.1191,No,46.57,23.79,wheat.winter,2,1,1,NA,NA,1,1,635,522.317,112.683,10.70909,28.14314,-4.80742,Loam,Romania,"Cluj County, Turda Agricultural Research and Development Station"
2610,2160,-0.1724,No,46.57,23.79,wheat.winter,2,1,1,NA,NA,1,1,635,522.317,112.683,10.70909,28.14314,-4.80742,Loam,Romania,"Cluj County, Turda Agricultural Research and Development Station"
1780,1550,-0.1292,No,46.57,23.79,wheat.winter,2,1,1,NA,NA,1,1,635,522.317,112.683,10.70909,28.14314,-4.80742,Loam,Romania,"Cluj County, Turda Agricultural Research and Development Station (Colegiul EMIL NEGRUTIU Turda)"
19100,16600,-0.1309,No,48.12,9.03,maize,4,1,1,0,0,1,1,518.2,413.488,104.712,15.18333,22.68403,3.06619,Loam,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2676,2395,-0.105,No,34.02,71.47,maize,2,0,0,1,1,1,1,313.8,493.206,-179.406,21.62,35.89181,15.09477,Loam,Pakistan,"Peshawar, Khyber Pakhtunkhwa Agricultural University"
7420,8730,0.1765,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
8730,8980,0.0286,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
7130,7910,0.1094,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
8230,9130,0.1094,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
8190,9080,0.1087,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
7870,8550,0.0864,Yes,37.34,102.94,wheat.spring,1,0,0,0,1,NA,NA,321.6,323.41,-1.81,4.36,17.34275,-8.68014,Loam,China,Gansu
4430,4560,0.0293,Yes,46.59,-116.95,barley.spring,3,1,1,0,1,1,1,135.3,490.303,-355.003,14.26,29.47334,0.51695,Loam,USA,"Idaho, Genesee (University of Idaho Kambitsch Farm)"
7050,6790,-0.0369,No,46.59,-116.95,barley.spring,2,1,1,0,1,1,1,279.3,507.441,-228.141,16.14,31.41693,2.64751,Loam,USA,"Idaho, Genesee (University of Idaho Kambitsch Farm)"
4300,4500,0.0465,Yes,46.59,-116.95,wheat.winter,2,1,1,0,1,1,1,414,612.918,-198.918,9.99091,29.47334,-4.22206,Loam,USA,"Idaho, Genesee (University of Idaho Kambitsch Farm)"
7260,7190,-0.0096,No,46.59,-116.95,wheat.winter,1,1,1,0,1,1,1,491.5,646.139,-154.639,11.54545,31.41693,-3.63194,Loam,USA,"Idaho, Genesee (University of Idaho Kambitsch Farm)"
2090,1860,-0.11,No,-20.35,32.35,cotton,1,0,0,0,1,1,1,528.4,881.308,-352.908,26.4,30.45016,12.65897,Sandy clay,South Africa,Lowveld
3660,2450,-0.3306,No,-20.35,32.35,cotton,2,0,0,0,1,1,1,403.6,928.085,-524.485,27.1125,31.8465,12.90323,Sandy clay,South Africa,Lowveld
4030,3800,-0.0571,No,-20.35,32.35,cotton,3,0,0,0,1,1,1,461.8,899.826,-438.026,26.7625,31.28425,14.79527,Sandy clay,South Africa,Lowveld
3650,3380,-0.074,No,-20.35,32.35,cotton,4,0,0,0,1,1,1,385.4,914.019,-528.619,26.4,32.09324,12.5479,Sandy clay,South Africa,Lowveld
2930,2270,-0.2253,No,-20.35,32.35,cotton,5,0,0,0,1,1,1,278.3,926.576,-648.276,27.5875,32.77157,12.85598,Sandy clay,South Africa,Lowveld
3400,3210,-0.0559,No,-20.35,32.35,cotton,6,0,0,0,1,1,1,421.1000057,864.7600083,-443.66,26.97500014,32.60930412,12.24088804,Sandy clay,South Africa,Lowveld
4810,4740,-0.0146,No,-20.35,32.35,wheat.winter,2,0,0,0,1,1,1,120.8,439.188,-318.388,20.73333,30.48425,9.85414,Sandy clay,South Africa,Lowveld
4530,4400,-0.0287,No,-20.35,32.35,wheat.winter,3,0,0,0,1,1,1,36,403.133,-367.133,21.03333,29.60023,10.09435,Sandy clay,South Africa,Lowveld
4670,4220,-0.0964,No,-20.35,32.35,wheat.winter,4,0,0,0,1,1,1,104.7,415.538,-310.838,20.16667,29.60221,9.44073,Sandy clay,South Africa,Lowveld
4500,4210,-0.0644,No,-20.35,32.35,wheat.winter,5,0,0,0,1,1,1,-44.5,411.247,-455.747,19.86667,29.41088,10.35457,Sandy clay,South Africa,Lowveld
7672,9107,0.187,Yes,40.65,-104.98,maize,2,0,0,0,1,1,1,197.5,567.114,-369.614,14.04286,29.94307,-9.69776,Loam,USA,"Colorado, Fort Collins"
5326,5725,0.0749,Yes,40.65,-104.98,maize,2,0,0,0,1,1,1,197.5,567.114,-369.614,14.04286,29.94307,-9.69776,Loam,USA,"Colorado, Fort Collins"
9933,9908,-0.0025,No,40.65,-104.98,maize,2,0,0,0,1,1,1,197.5,567.114,-369.614,14.04286,29.94307,-9.69776,Loam,USA,"Colorado, Fort Collins"
10631,9404,-0.1154,No,40.65,-104.98,maize,2,0,0,0,1,1,1,197.5,567.114,-369.614,14.04286,29.94307,-9.69776,Loam,USA,"Colorado, Fort Collins"
6785,7058,0.0402,Yes,40.65,-104.98,maize,3,0,0,0,1,1,1,253,566.023,-313.023,14.88571,29.96927,-3.21418,Loam,USA,"Colorado, Fort Collins"
13964,11499,-0.1765,No,40.65,-104.98,maize,3,0,0,0,1,1,1,253,566.023,-313.023,14.88571,29.96927,-3.21418,Loam,USA,"Colorado, Fort Collins"
11535,9222,-0.2005,No,40.65,-104.98,maize,3,0,0,0,1,1,1,253,566.023,-313.023,14.88571,29.96927,-3.21418,Loam,USA,"Colorado, Fort Collins"
13606,10778,-0.2078,No,40.65,-104.98,maize,3,0,0,0,1,1,1,253,566.023,-313.023,14.88571,29.96927,-3.21418,Loam,USA,"Colorado, Fort Collins"
12348,11133,-0.0984,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam,USA,"Colorado, Fort Collins"
6304,5422,-0.1399,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam,USA,"Colorado, Fort Collins"
12491,9542,-0.2361,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam,USA,"Colorado, Fort Collins"
10986,7150,-0.3492,No,40.65,-104.98,maize,4,0,0,0,1,1,1,267.2,553.256,-286.056,13.92857,31.38396,-4.81392,Loam,USA,"Colorado, Fort Collins"
8565,8123,-0.0516,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam,USA,"Colorado, Fort Collins"
10533,9851,-0.0647,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam,USA,"Colorado, Fort Collins"
11756,10572,-0.1007,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam,USA,"Colorado, Fort Collins"
6922,4689,-0.3226,No,40.65,-104.98,maize,5,0,0,0,1,1,1,223,576.644,-353.644,14.8,31.98261,-5.42037,Loam,USA,"Colorado, Fort Collins"
12254,11327,-0.0756,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam,USA,"Colorado, Fort Collins"
11272,8981,-0.2032,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam,USA,"Colorado, Fort Collins"
10454,7265,-0.3051,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam,USA,"Colorado, Fort Collins"
6287,4197,-0.3324,No,40.65,-104.98,maize,6,0,0,0,1,1,1,445.4,552.736,-107.336,13.85714,27.27658,-4.86435,Loam,USA,"Colorado, Fort Collins"
2201,2388,0.085,Yes,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
2260,2360,0.0442,Yes,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
1977,2064,0.044,Yes,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
1906,1888,-0.0094,No,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
1975,1951,-0.0122,No,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
1808,1783,-0.0138,No,46.82,-100.88,sunflower,4,0,0,0,1,1,1,352.5,483.363,-130.863,15.88333,29.04359,-2.28589,Loam,USA,"North Dakota, Mandan"
935,1173,0.2545,Yes,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
791,882,0.115,Yes,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
940,1006,0.0702,Yes,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
900,924,0.0267,Yes,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
1051,1010,-0.039,No,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
761,730,-0.0407,No,46.82,-100.88,sunflower,5,0,0,0,1,1,1,201,496.658,-295.658,17.31667,32.61848,-1.78006,Loam,USA,"North Dakota, Mandan"
238,839,2.5252,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
340,809,1.3794,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
464,783,0.6875,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
442,737,0.6674,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
406,669,0.6478,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
366,811,1.2158,Yes,46.82,-100.88,sunflower,6,0,0,0,1,1,1,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam,USA,"North Dakota, Mandan"
12,692,56.6667,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
61,505,7.2787,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
163,659,3.0429,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
153,468,2.0588,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
181,543,2,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
266,444,0.6692,Yes,46.82,-100.88,sunflower,7,0,0,0,1,1,1,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam,USA,"North Dakota, Mandan"
203,619,2.0493,Yes,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
198,573,1.8939,Yes,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
185,512,1.7676,Yes,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
430,536,0.2465,Yes,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
313,279,-0.1086,No,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
246,685,1.7846,Yes,46.82,-100.88,sunflower,8,0,0,0,1,1,1,331,473.002,-142.002,16.4,31.20156,-2.69845,Loam,USA,"North Dakota, Mandan"
1497,1776,0.1864,Yes,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1633,1906,0.1672,Yes,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1509,1702,0.1279,Yes,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1668,1770,0.0612,Yes,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1716,1665,-0.0297,No,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1667,1161,-0.3035,No,46.82,-100.88,sunflower,10,0,0,0,1,1,1,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam,USA,"North Dakota, Mandan"
1801,1909,0.06,Yes,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
1729,1824,0.0549,Yes,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
2037,2143,0.052,Yes,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
1716,1801,0.0495,Yes,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
1795,1813,0.01,Yes,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
2008,1913,-0.0473,No,46.82,-100.88,sunflower,11,0,0,0,1,1,1,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam,USA,"North Dakota, Mandan"
2036,1791,-0.1203,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
2042,1641,-0.1964,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
1782,1143,-0.3586,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
2001,1261,-0.3698,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
1775,952,-0.4637,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
1713,735,-0.5709,No,46.82,-100.88,sunflower,12,0,0,0,1,1,1,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam,USA,"North Dakota, Mandan"
1804,2160,0.1973,Yes,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
1674,1851,0.1057,Yes,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
1621,1754,0.082,Yes,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
1565,1619,0.0345,Yes,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
1612,1496,-0.072,No,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
1557,1232,-0.2087,No,46.82,-100.88,sunflower,13,0,0,0,1,1,1,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam,USA,"North Dakota, Mandan"
319,192,-0.3981,No,46.82,-100.88,wheat.winter,4,0,0,0,1,1,1,132.3,596.512,-464.212,7.71818,32.61848,-18.71494,Loam,USA,"North Dakota, Mandan"
777,1142,0.4698,Yes,46.82,-100.88,wheat.winter,5,0,0,0,1,1,1,323,545.206,-222.206,5.96364,32.35002,-19.13604,Loam,USA,"North Dakota, Mandan"
1181,1262,0.0686,Yes,46.82,-100.88,wheat.winter,6,0,0,0,1,1,1,283.8,574.83,-291.03,7.32727,28.54304,-18.69651,Loam,USA,"North Dakota, Mandan"
2080,1934,-0.0702,No,46.82,-100.88,wheat.winter,9,0,0,0,1,1,1,520.1,496.15,23.95,4.92727,23.1743,-18.51047,Loam,USA,"North Dakota, Mandan"
2238,2228,-0.0045,No,46.82,-100.88,wheat.winter,10,0,0,0,1,1,1,183.2,549.29,-366.09,4.89091,27.51545,-21.68672,Loam,USA,"North Dakota, Mandan"
2278,2084,-0.0852,No,46.82,-100.88,wheat.winter,11,0,0,0,1,1,1,650.4,555.613,94.787,6.2,27.35211,-15.70619,Loam,USA,"North Dakota, Mandan"
1703,2278,0.3376,Yes,46.82,-100.88,wheat.winter,12,0,0,0,1,1,1,380,543.32,-163.32,4.47273,26.98355,-21.60462,Loam,USA,"North Dakota, Mandan"
879,1776,1.0205,Yes,52.52,15.12,soybean,1,0,0,0,1,1,1,236.9,370.652,-133.752,15.33333,29.408,4.86872,Sandy loam,Germany,Muncheberg
879,616,-0.2992,No,52.52,15.12,soybean,2,0,0,0,1,0,0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
879,2180,1.4801,Yes,52.52,15.12,soybean,2,0,0,0,1,1,1,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
5628,3447,-0.3875,No,52.52,15.12,soybean,3,0,0,0,1,0,0,439.7,352.641,87.059,15.88333,24.17579,8.84684,Sandy loam,Germany,Muncheberg
5628,4837,-0.1405,No,52.52,15.12,soybean,3,0,0,0,1,1,1,439.7,352.641,87.059,15.88333,24.17579,8.84684,Sandy loam,Germany,Muncheberg
866,619,-0.2852,No,52.52,15.12,soybean,2,0,0,0,1,0,0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
866,2165,1.5,Yes,52.52,15.12,soybean,2,0,0,0,1,1,1,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
1814,2247,0.2387,Yes,52.52,15.12,soybean,2,0,0,0,1,0,0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
1814,3495,0.9267,Yes,52.52,15.12,soybean,2,0,0,0,1,1,1,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam,Germany,Muncheberg
568,977,0.7201,Yes,-30.5,118.37,wheat.winter,5,0,0,0,0,1,1,291.8,325.443,-33.643,14.17143,26.45393,5.7552,Sandy loam,Australia,"Western Australia, Merredin"
